"#","ИД установе","Власништво","Округ","Општина","Назив установе","Подручје рада","Образовни профил","Трајање образовања","Језик наставе","Број одељења - први разред","Број комбинованих одељења - први разред","Број специјалних одељења - први разред","Број ученика - први разред","Број девојчица - први разред","Број ИОП-а 1 - први разред","Број ИОП-а 2 - први разред","Број ИОП-а 3 - први разред","Број одељења - други разред","Број комбинованих одељења - други разред","Број специјалних одељења - други разред","Број ученика - други разред","Број девојчица - други разред","Број ИОП-а 1 - други разред","Број ИОП-а 2 - други разред","Број ИОП-а 3 - други разред","Број одељења - трећи разред","Број комбинованих одељења - трећи разред","Број специјалних одељења - трећи разред","Број ученика - трећи разред","Број девојчица - трећи разред","Број ИОП-а 1 - трећи разред","Број ИОП-а 2 - трећи разред","Број ИОП-а 3 - трећи разред","Број одељења - четврти разред","Број комбинованих одељења - четврти разред","Број специјалних одељења - четврти разред","Број ученика - четврти разред","Број девојчица - четврти разред","Број ИОП-а 1 - четврти разред","Број ИОП-а 2 - четврти разред","Број ИОП-а 3 - четврти разред"
"1931.","1608","Државно","Златиборски управни округ","Пријепоље","Техничка школа","Машинство и обрада метала","Аутомеханичар","3","Српски језик","1","1","0","12","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0"
"1932.","1608","Државно","Златиборски управни округ","Пријепоље","Техничка школа","Електротехника","Електротехничар енергетике","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","13","2","0","0","0","0","0","0","0","0","0","0","0"
"1933.","1608","Државно","Златиборски управни округ","Пријепоље","Техничка школа","Електротехника","Електротехничар рачунара","4","Српски језик","0","0","0","0","0","0","0","0","1","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","28","4","0","0","0"
"1934.","1608","Државно","Златиборски управни округ","Пријепоље","Техничка школа","Електротехника","Електроинсталатер","3","Српски језик","0","0","0","0","0","0","0","0","1","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1935.","1608","Државно","Златиборски управни округ","Пријепоље","Техничка школа","Електротехника","Електромеханичар за термичке и расхладне уређаје","3","Српски језик","0","0","0","0","0","0","0","0","1","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1936.","1608","Државно","Златиборски управни округ","Пријепоље","Техничка школа","Текстилство и кожарство","Моделар одеће - образовни профил изашао из огледа","4","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","15","11","0","0","0"
"1937.","1608","Државно","Златиборски управни округ","Пријепоље","Техничка школа","Електротехника","Електротехничар рачунара (Нови ППНУ од 2018/19)","4","Српски језик","1","0","0","29","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1938.","1608","Државно","Златиборски управни округ","Пријепоље","Техничка школа","Текстилство и кожарство","Модни кројач (5/2017)","3","Српски језик","1","0","0","28","20","0","0","0","1","0","0","21","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1939.","1609","Државно","Златиборски управни округ","Сјеница","Гимназија Јездимир Ловић","Гимназија","Општи тип гимназије","4","Босански језик","2","0","0","45","29","0","0","0","3","0","0","68","38","0","0","0","1","0","0","29","22","0","0","0","1","0","0","26","13","0","0","0"
"1940.","1609","Државно","Златиборски управни округ","Сјеница","Гимназија Јездимир Ловић","Гимназија","Општи тип гимназије","4","Српски језик","2","0","0","60","41","0","0","0","1","0","0","32","24","0","0","0","3","0","0","88","53","0","0","0","3","0","0","76","45","0","0","0"
"1941.","1610","Државно","Златиборски управни округ","Сјеница","Техничко-пољопривредна школа","Пољопривреда, производња и прерада хране","Ветеринарски техничар","4","Босански језик","0","0","0","0","0","0","0","0","1","0","0","28","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
